Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Team,Performance_Index
John Egan,ie IRL,DF,30.0,6,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Sheffield United,81.55555555555554
Max Lowe,eng ENG,"DF,MF",26.0,10,4,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.23,0.1,0.23,Sheffield United,320.8888888888889
Anis Ben Slimane,tn TUN,MF,22.0,15,4,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,3.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Sheffield United,507.55555555555554
Bénie Adama Traore,ci CIV,"FW,MF",20.0,8,3,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Sheffield United,350.0
Rhian Brewster,eng ENG,"FW,MF",23.0,13,3,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1,0.5,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Sheffield United,477.44444444444446
Chris Basham,eng ENG,"DF,MF",35.0,8,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Sheffield United,168.66666666666669
Tom Davies,eng ENG,MF,25.0,9,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Sheffield United,103.55555555555556
Rhys Norrington-Davies,wls WAL,DF,24.0,5,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Sheffield United,132.22222222222223
John Fleck,sct SCO,"MF,DF",31.0,4,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Sheffield United,22.22222222222222
Sam Curtis,ie IRL,DF,17.0,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield United,23.11111111111111
Daniel Jebbison,eng ENG,FW,19.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield United,22.333333333333332
Antwoine Hackford,eng ENG,FW,19.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield United,1.4444444444444442
Sydie Peck,eng ENG,MF,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield United,1.1111111111111112
Ryan One,sct SCO,FW,17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield United,0.888888888888889
